"","text","emotion"
"7020","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7021"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7022","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7023"," bucarn administrar vacunas pais","Neutral"
"7024"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7025"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7026"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7027","entonces comience vacuna corrupcion pais","Neutral"
"7028"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7029"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7030","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7031","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7032"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7033"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7034","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7035","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7036"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7037"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7038"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7039"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7040"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7041"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7042"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7043"," burlen inteligencia pueblo","Neutral"
"7044"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7045","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7046"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7047","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7048"," bucarn administrar vacunas pais","Neutral"
"7049"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7050"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7051"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7052","entonces comience vacuna corrupcion pais","Neutral"
"7053"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7054"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7055","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7056","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7057"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7058"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7059","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7060","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7061"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7062"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7063"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7064"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7065"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7066"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7067"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7068"," burlen inteligencia pueblo","Neutral"
"7069"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7070","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7071"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7072","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7073"," bucarn administrar vacunas pais","Neutral"
"7074"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7075"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7076"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7077","entonces comience vacuna corrupcion pais","Neutral"
"7078"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7079"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7080","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7081","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7082"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7083"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7084","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7085","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7086"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7087"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7088"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7089"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7090"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7091"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7092"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7093"," burlen inteligencia pueblo","Neutral"
"7094"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7095","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7096"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7097","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7098"," bucarn administrar vacunas pais","Neutral"
"7099"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7100"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7101"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7102","entonces comience vacuna corrupcion pais","Neutral"
"7103"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7104"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7105","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7106","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7107"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7108"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7109","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7110","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7111"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7112"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7113"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7114"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7115"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7116"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7117"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7118"," burlen inteligencia pueblo","Neutral"
"7119"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7120","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7121"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7122","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7123"," bucarn administrar vacunas pais","Neutral"
"7124"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7125"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7126"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7127","entonces comience vacuna corrupcion pais","Neutral"
"7128"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7129"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7130","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7131","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7132"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7133"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7134","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7135","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7136"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7137"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7138"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7139"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7140"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7141"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7142"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7143"," burlen inteligencia pueblo","Neutral"
"7144"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7145","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7146"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7147","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7148"," bucarn administrar vacunas pais","Neutral"
"7149"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7150"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7151"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7152","entonces comience vacuna corrupcion pais","Neutral"
"7153"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7154"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7155","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7156","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7157"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7158"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7159","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7160","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7161"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7162"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7163"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7164"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7165"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7166"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7167"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7168"," burlen inteligencia pueblo","Neutral"
"7169"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7170","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7171"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7172","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7173"," bucarn administrar vacunas pais","Neutral"
"7174"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7175"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7176"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7177","entonces comience vacuna corrupcion pais","Neutral"
"7178"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7179"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7180","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7181","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7182"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7183"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7184","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7185","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7186"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7187"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7188"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7189"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7190"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7191"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7192"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7193"," burlen inteligencia pueblo","Neutral"
"7194"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7195","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7196"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7197","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7198"," bucarn administrar vacunas pais","Neutral"
"7199"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7200"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7201"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7202","entonces comience vacuna corrupcion pais","Neutral"
"7203"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7204"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7205","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7206","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7207"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7208"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7209","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7210","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7211"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7212"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7213"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7214"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7215"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
"7216"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Neutral"
"7217"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Neutral"
"7218"," burlen inteligencia pueblo","Neutral"
"7219"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Neutral"
"7220","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Enfado"
"7221"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Neutral"
"7222","fabriquen vacuna letal acabar politicos metidos corrupcion","Neutral"
"7223"," bucarn administrar vacunas pais","Neutral"
"7224"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Neutral"
"7225"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Neutral"
"7226"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Neutral"
"7227","entonces comience vacuna corrupcion pais","Neutral"
"7228"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Neutral"
"7229"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Neutral"
"7230","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Neutral"
"7231","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Neutral"
"7232"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Neutral"
"7233"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Neutral"
"7234","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Neutral"
"7235","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Alegria"
"7236"," mazcarilla producen peor vacuna porqueria gobierno","Neutral"
"7237"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Neutral"
"7238"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Neutral"
"7239"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Neutral"
"7240"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Neutral"
