"","text","polarity"
"7111"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7112"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7113"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7114"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7115"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7116"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7117"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7118"," burlen inteligencia pueblo","Positivo"
"7119"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7120","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7121"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7122","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7123"," bucarn administrar vacunas pais","Positivo"
"7124"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7125"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7126"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7127","entonces comience vacuna corrupcion pais","Positivo"
"7128"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7129"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7130","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7131","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7132"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7133"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7134","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7135","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7136"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7137"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7138"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7139"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7140"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7141"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7142"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7143"," burlen inteligencia pueblo","Positivo"
"7144"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7145","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7146"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7147","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7148"," bucarn administrar vacunas pais","Positivo"
"7149"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7150"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7151"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7152","entonces comience vacuna corrupcion pais","Positivo"
"7153"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7154"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7155","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7156","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7157"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7158"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7159","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7160","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7161"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7162"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7163"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7164"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7165"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7166"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7167"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7168"," burlen inteligencia pueblo","Positivo"
"7169"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7170","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7171"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7172","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7173"," bucarn administrar vacunas pais","Positivo"
"7174"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7175"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7176"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7177","entonces comience vacuna corrupcion pais","Positivo"
"7178"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7179"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7180","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7181","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7182"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7183"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7184","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7185","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7186"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7187"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7188"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7189"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7190"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7191"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7192"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7193"," burlen inteligencia pueblo","Positivo"
"7194"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7195","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7196"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7197","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7198"," bucarn administrar vacunas pais","Positivo"
"7199"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7200"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7201"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7202","entonces comience vacuna corrupcion pais","Positivo"
"7203"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7204"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7205","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7206","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7207"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7208"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7209","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7210","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7211"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7212"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7213"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7214"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7215"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7216"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7217"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7218"," burlen inteligencia pueblo","Positivo"
"7219"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7220","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7221"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7222","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7223"," bucarn administrar vacunas pais","Positivo"
"7224"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7225"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7226"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7227","entonces comience vacuna corrupcion pais","Positivo"
"7228"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7229"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7230","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7231","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7232"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7233"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7234","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7235","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7236"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7237"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7238"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7239"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7240"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7241"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7242"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7243"," burlen inteligencia pueblo","Positivo"
"7244"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7245","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7246"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7247","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7248"," bucarn administrar vacunas pais","Positivo"
"7249"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7250"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7251"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7252","entonces comience vacuna corrupcion pais","Positivo"
"7253"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7254"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7255","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7256","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7257"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7258"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7259","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7260","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7261"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7262"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7263"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7264"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7265"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7266"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7267"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7268"," burlen inteligencia pueblo","Positivo"
"7269"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7270","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7271"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7272","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7273"," bucarn administrar vacunas pais","Positivo"
"7274"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7275"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7276"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7277","entonces comience vacuna corrupcion pais","Positivo"
"7278"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7279"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7280","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7281","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7282"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7283"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7284","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7285","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7286"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7287"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7288"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7289"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7290"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7291"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7292"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7293"," burlen inteligencia pueblo","Positivo"
"7294"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7295","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7296"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7297","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7298"," bucarn administrar vacunas pais","Positivo"
"7299"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7300"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7301"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7302","entonces comience vacuna corrupcion pais","Positivo"
"7303"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7304"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7305","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7306","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7307"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
"7308"," unico ecuador produce corruptos bastantes ladrones resto nuesta tecnologia atrasada produzcan vacuna covid muertos","Positivo"
"7309","ecuador pais corruptos piensan robar chiste decir ecuador vacuna","Positivo"
"7310","descubri querer medicamento servido detener enfermedad dano causado nivel mundial tomo curarme dolencia pulmones anos atras salgo calle siento sintomas epidemia tomo cucharada pongo mejor fabricado pais laboratorio farmaceutico conocido respetable cierto apenas terminen darme informe completo medicamento gusto hare publico poblacion mundo pueda consumir prevenir epidemia dolor sufrimiento causado","Positivo"
"7311"," mazcarilla producen peor vacuna porqueria gobierno","Positivo"
"7312"," pagan sueldos medicos dinero fabricar vacunas aparte tecnologia ","Positivo"
"7313"," ecuatorianos capaces corrupciones talmagnitusted min centavo habra invertir beneficiodel pueblo si muchas artimanas quitarle pocoquetenemos sustento","Positivo"
"7314"," rata ecuador presupuesto fabricar vasenilla peormente crear vacunas","Positivo"
"7315"," pustedieron siquiera entregar muertos familias verdaderas saber vacuna","Positivo"
"7316"," si quiera puede solventar sueldos personas primera linea batalla osadia decir capaces crear vacuna","Positivo"
"7317"," fabricar vacunas invertir salusted investigacion gobierno inutil contrario quita presupuesto","Positivo"
"7318"," burlen inteligencia pueblo","Positivo"
"7319"," personal calificado sino gobiernos turno nunca interesa infraestructura tecnica laboratorios investigacion gobierno rata rafael correa cerraron instituto nacional insvestigacion leopoldo izquieta perez ahi trataba enfermedades pulmones neumonia etc etc","Positivo"
"7320","puede serel problema grave faltaran corruptos politicos osea crea desconfianza","Negativo"
"7321"," sabio hablando serio hablando webada pueden mantener menos estable sistema salusted poder fabricar vacuna verdad aburre palabras senor gobierno punto orden claro ecuador capaz gente pueblo cientificos personas preparadas tema ecuador gobierno puede preparar cafe senor vaya seguir sonando pajaritos aire esperemos vengan dias mejores pais pueda mejores gobernantes personas realmente preparadas obedezcan conocimiento oscuras intenciones","Positivo"
"7322","fabriquen vacuna letal acabar politicos metidos corrupcion","Positivo"
"7323"," bucarn administrar vacunas pais","Positivo"
"7324"," subestimar pasa nadie atreve hacerla damos prioridad afuera altos niveles niveles bajos sucede ropa musica peor medicinaaparte cosas habria apoyo ultimo tanta corrupcion azota pais","Positivo"
"7325"," pueden controlar bien pandemia enganos mentiras salen comemos cuento","Positivo"
"7326"," condiciones crear contratacion super estustedio cueste miles siempre funcione tal vez falto especificar","Positivo"
"7327","entonces comience vacuna corrupcion pais","Positivo"
"7328"," pasa titular fantoche lanzar afirmaciones positivas demagogicas barato necesitan abrir boca medios encarguen propagar grandiosa posibilidad distrae instante escandalo sacustede manejo emergencia sanitaria","Positivo"
"7329"," ecuatorianos capaces diferenciar honestos academicos trabajadores hacen cultura capaces crear orgullo nacional traves trabajo digno denodado politicos oportunistas arribistas nunca madoctorugan comprar pan peor trabajar roban","Negativo"
"7330","claro negocio redondo pierina correa laboratorio medicinas generica anunciando negociado","Positivo"
"7331","ecuador necesita fabricar urgentemente vacuna corrupcion seria descubrimiento siglo inedito","Positivo"
"7332"," quiero ecuador conociendo corrupcion pais llevarse plata inyectan solucion salina cloro matarnos pasan vacuna millones pueblo importa importa llenarse bolsillo","Positivo"
